Âge,Attrition,VoyageD'Affaires,TarifQuotidien,Service,DistanceMaison,Éducation,DomaineÉducation,NombreEmployés,NuméroD'Employé,SatisfactionEnvironnement,Genre,TarifHoraire,EngagementTravail,ÉchellePoste,ResponsabilitéPoste,SatisfactionTravail,ÉtatCivil,SalaireMensuel,TarifMensuel,NombreEntreprisesDéjàTravaillé,PlusDe18,TempsSupplémentaire,AugmentationSalairePourcentage,CotePerformance,SatisfactionRelation,HeuresTravailléesStandard,NiveauOptionStocks,AnnéesTravailléesTotal,NombreFormationsAnDernier,ÉquilibreTravailFamille,AnnéesEmployé,AnnéesPosteActuel,AnnéesDepuisDernièrePromotion,AnnéesAvecGestionnaireActuel
33,Non,Ne_Voyage_Pas,750,Ventes,22,2,Marketing,1,160,3,Homme,95,3,2,Directeur/directrice commercial,2,Marié(e),6146,15480,0,O,Non,13,3,1,80,1,8,2,4,7,7,0,7
56,Oui,Voyage_Rarement,441,Recherche et développement,14,4,Sciences biologiques,1,161,2,Femme,72,3,1,Scientifique chercheur(e),2,Marié(e),4963,4510,9,O,Oui,18,3,1,80,3,7,2,3,5,4,4,3
51,Non,Voyage_Rarement,684,Recherche et développement,6,3,Sciences biologiques,1,162,1,Homme,51,3,5,Directeur/directrice de recherche,3,Célibataire,19537,6462,7,O,Non,13,3,3,80,0,23,5,3,20,18,15,15
31,Oui,Voyage_Rarement,249,Ventes,6,4,Sciences biologiques,1,163,2,Homme,76,1,2,Directeur/directrice commercial,3,Marié(e),6172,20739,4,O,Oui,18,3,2,80,0,12,3,2,7,7,7,7
26,Non,Voyage_Rarement,841,Recherche et développement,6,3,Autre,1,164,3,Femme,46,2,1,Scientifique chercheur(e),2,Marié(e),2368,23300,1,O,Non,19,3,3,80,0,5,3,2,5,4,4,3
58,Oui,Voyage_Rarement,147,Recherche et développement,23,4,Médical,1,165,4,Femme,94,3,3,Représentant(e) en santé,4,Marié(e),10312,3465,1,O,Non,12,3,4,80,1,40,3,2,40,10,15,6
19,Oui,Voyage_Rarement,528,Ventes,22,1,Marketing,1,167,4,Homme,50,3,1,Représentant(e) commercial,3,Célibataire,1675,26820,1,O,Oui,19,3,4,80,0,0,2,2,0,0,0,0
22,Non,Voyage_Rarement,594,Recherche et développement,2,1,Diplôme technique,1,169,3,Homme,100,3,1,Technicien(ne) en laboratoire,4,Marié(e),2523,19299,0,O,Non,14,3,3,80,1,3,2,3,2,1,2,1
49,Non,Voyage_Rarement,470,Recherche et développement,20,4,Médical,1,170,3,Femme,96,3,2,Chef de la production,1,Marié(e),6567,5549,1,O,Non,14,3,3,80,0,16,2,2,15,11,5,11
43,Non,Voyage_Souvent,957,Recherche et développement,28,3,Médical,1,171,2,Femme,72,4,1,Scientifique chercheur(e),3,Célibataire,4739,16090,4,O,Non,12,3,4,80,0,18,2,3,3,2,1,2
50,Non,Voyage_Souvent,809,Ventes,12,3,Marketing,1,174,3,Femme,77,3,3,Directeur/directrice commercial,4,Célibataire,9208,6645,4,O,Non,11,3,4,80,0,16,3,3,2,2,2,1
31,Oui,Voyage_Rarement,542,Ventes,20,3,Sciences biologiques,1,175,2,Femme,71,1,2,Directeur/directrice commercial,3,Marié(e),4559,24788,3,O,Oui,11,3,3,80,1,4,2,3,2,2,2,2
41,Non,Voyage_Rarement,802,Ventes,9,1,Sciences biologiques,1,176,3,Homme,96,3,3,Directeur/directrice commercial,3,Divorcé(e),8189,21196,3,O,Oui,13,3,3,80,1,12,2,3,9,7,0,7
26,Non,Voyage_Rarement,1355,Ressources humaines,25,1,Sciences biologiques,1,177,3,Femme,61,3,1,Ressources humaines,3,Marié(e),2942,8916,1,O,Non,23,4,4,80,1,8,3,3,8,7,5,7
36,Non,Voyage_Rarement,216,Recherche et développement,6,2,Médical,1,178,2,Homme,84,3,2,Chef de la production,2,Divorcé(e),4941,2819,6,O,Non,20,4,4,80,2,7,0,3,3,2,0,1
51,Oui,Voyage_Souvent,1150,Recherche et développement,8,4,Sciences biologiques,1,179,1,Homme,53,1,3,Chef de la production,4,Célibataire,10650,25150,2,O,Non,15,3,4,80,0,18,2,3,4,2,0,3
39,Non,Voyage_Rarement,1329,Ventes,4,4,Sciences biologiques,1,182,4,Femme,47,2,2,Directeur/directrice commercial,3,Marié(e),5902,14590,4,O,Non,14,3,3,80,1,17,1,4,15,11,5,9
25,Non,Voyage_Rarement,959,Ventes,28,3,Sciences biologiques,1,183,1,Homme,41,2,2,Directeur/directrice commercial,3,Marié(e),8639,24835,2,O,Non,18,3,4,80,0,6,3,3,2,2,2,2
30,Non,Voyage_Rarement,1240,Ressources humaines,9,3,Ressources humaines,1,184,3,Homme,48,3,2,Ressources humaines,4,Marié(e),6347,13982,0,O,Oui,19,3,4,80,0,12,2,1,11,9,4,7
32,Oui,Voyage_Rarement,1033,Recherche et développement,9,3,Médical,1,190,1,Femme,41,3,1,Technicien(ne) en laboratoire,1,Célibataire,4200,10224,7,O,Non,22,4,1,80,0,10,2,4,5,4,0,4
45,Non,Voyage_Rarement,1316,Recherche et développement,29,3,Médical,1,192,3,Homme,83,3,1,Scientifique chercheur(e),4,Célibataire,3452,9752,5,O,Non,13,3,2,80,0,9,2,2,6,5,0,3
38,Non,Voyage_Rarement,364,Recherche et développement,3,5,Diplôme technique,1,193,4,Femme,32,3,2,Scientifique chercheur(e),3,Célibataire,4317,2302,3,O,Oui,20,4,2,80,0,19,2,3,3,2,2,2
30,Non,Voyage_Rarement,438,Recherche et développement,18,3,Sciences biologiques,1,194,1,Femme,75,3,1,Scientifique chercheur(e),3,Célibataire,2632,23910,1,O,Non,14,3,3,80,0,5,4,2,5,4,0,4
32,Non,Voyage_Souvent,689,Ventes,9,2,Médical,1,195,4,Homme,35,1,2,Directeur/directrice commercial,4,Divorcé(e),4668,22812,0,O,Non,17,3,4,80,3,9,2,4,8,7,0,7
30,Non,Voyage_Rarement,201,Recherche et développement,5,3,Diplôme technique,1,197,4,Femme,84,3,1,Scientifique chercheur(e),1,Divorcé(e),3204,10415,5,O,Non,14,3,4,80,1,8,3,3,3,2,2,2
30,Non,Voyage_Rarement,1427,Recherche et développement,2,1,Médical,1,198,2,Homme,35,2,1,Technicien(ne) en laboratoire,4,Célibataire,2720,11162,0,O,Non,13,3,4,80,0,6,3,3,5,3,1,2
41,Non,Voyage_Souvent,857,Recherche et développement,10,3,Sciences biologiques,1,199,4,Homme,91,2,4,Gestionnaire,1,Divorcé(e),17181,12888,4,O,Non,13,3,2,80,1,21,2,2,7,6,7,7
41,Non,Voyage_Rarement,933,Recherche et développement,9,4,Sciences biologiques,1,200,3,Homme,94,3,1,Technicien(ne) en laboratoire,1,Marié(e),2238,6961,2,O,Non,21,4,4,80,1,7,2,3,5,0,1,4
19,Non,Voyage_Rarement,1181,Recherche et développement,3,1,Médical,1,201,2,Femme,79,3,1,Technicien(ne) en laboratoire,2,Célibataire,1483,16102,1,O,Non,14,3,4,80,0,1,3,3,1,0,0,0
40,Non,Voyage_Souvent,1395,Recherche et développement,26,3,Médical,1,202,2,Femme,54,3,2,Scientifique chercheur(e),2,Divorcé(e),5605,8504,1,O,Non,11,3,1,80,1,20,2,3,20,7,2,13
35,Non,Voyage_Rarement,662,Ventes,1,5,Marketing,1,204,3,Homme,94,3,3,Directeur/directrice commercial,2,Marié(e),7295,11439,1,O,Non,13,3,1,80,2,10,3,3,10,8,0,6
53,Non,Voyage_Rarement,1436,Ventes,6,2,Marketing,1,205,2,Homme,34,3,2,Représentant(e) commercial,3,Marié(e),2306,16047,2,O,Oui,20,4,4,80,1,13,3,1,7,7,4,5
45,Non,Voyage_Rarement,194,Recherche et développement,9,3,Sciences biologiques,1,206,2,Homme,60,3,2,Technicien(ne) en laboratoire,2,Divorcé(e),2348,10901,8,O,Non,18,3,3,80,1,20,2,1,17,9,0,15
32,Non,Voyage_Souvent,967,Ventes,8,3,Marketing,1,207,2,Femme,43,3,3,Directeur/directrice commercial,4,Célibataire,8998,15589,1,O,Non,14,3,4,80,0,9,2,3,9,8,3,7
29,Non,Ne_Voyage_Pas,1496,Recherche et développement,1,1,Diplôme technique,1,208,4,Homme,41,3,2,Chef de la production,3,Marié(e),4319,26283,1,O,Non,13,3,1,80,1,10,1,3,10,7,0,9
51,Non,Voyage_Rarement,1169,Recherche et développement,7,4,Médical,1,211,2,Homme,34,2,2,Chef de la production,3,Marié(e),6132,13983,2,O,Non,17,3,3,80,0,10,2,3,1,0,0,0
58,Non,Voyage_Rarement,1145,Recherche et développement,9,3,Médical,1,214,2,Femme,75,2,1,Scientifique chercheur(e),2,Marié(e),3346,11873,4,O,Oui,20,4,2,80,1,9,3,2,1,0,0,0
40,Non,Voyage_Rarement,630,Ventes,4,4,Marketing,1,215,3,Homme,67,2,3,Directeur/directrice commercial,4,Marié(e),10855,8552,7,O,Non,11,3,1,80,1,15,2,2,12,11,2,11
34,Non,Voyage_Souvent,303,Ventes,2,4,Marketing,1,216,3,Femme,75,3,1,Représentant(e) commercial,3,Marié(e),2231,11314,6,O,Non,18,3,4,80,1,6,3,3,4,3,1,2
22,Non,Voyage_Rarement,1256,Recherche et développement,19,1,Médical,1,217,3,Homme,80,3,1,Scientifique chercheur(e),4,Marié(e),2323,11992,1,O,Non,24,4,1,80,2,2,6,3,2,2,2,2
27,Non,Ne_Voyage_Pas,691,Recherche et développement,9,3,Médical,1,218,4,Homme,57,3,1,Scientifique chercheur(e),2,Divorcé(e),2024,5970,6,O,Non,18,3,4,80,1,6,1,1,2,2,2,2
28,Non,Voyage_Rarement,440,Recherche et développement,21,3,Médical,1,221,3,Homme,42,3,1,Scientifique chercheur(e),4,Marié(e),2713,6672,1,O,Non,11,3,3,80,1,5,2,1,5,2,0,2
57,Non,Voyage_Rarement,334,Recherche et développement,24,2,Sciences biologiques,1,223,3,Homme,83,4,3,Représentant(e) en santé,4,Divorcé(e),9439,23402,3,O,Oui,16,3,2,80,1,12,2,1,5,3,1,4
27,Non,Ne_Voyage_Pas,1450,Recherche et développement,3,3,Médical,1,224,3,Homme,79,2,1,Scientifique chercheur(e),3,Divorcé(e),2566,25326,1,O,Oui,15,3,4,80,1,1,2,2,1,1,0,1
50,Non,Voyage_Rarement,1452,Recherche et développement,11,3,Sciences biologiques,1,226,3,Femme,53,3,5,Gestionnaire,2,Célibataire,19926,17053,3,O,Non,15,3,2,80,0,21,5,3,5,4,4,4
41,Non,Voyage_Rarement,465,Recherche et développement,14,3,Sciences biologiques,1,227,1,Homme,56,3,1,Scientifique chercheur(e),3,Divorcé(e),2451,4609,4,O,Non,12,3,1,80,1,13,2,3,9,8,1,8
30,Non,Voyage_Rarement,1339,Ventes,5,3,Sciences biologiques,1,228,2,Femme,41,3,3,Directeur/directrice commercial,4,Marié(e),9419,8053,2,O,Non,12,3,3,80,1,12,2,3,10,9,7,4
38,Non,Voyage_Rarement,702,Ventes,1,4,Sciences biologiques,1,230,1,Femme,59,2,2,Directeur/directrice commercial,4,Célibataire,8686,12930,4,O,Non,22,4,3,80,0,12,2,4,8,3,0,7
32,Non,Voyage_Rarement,120,Recherche et développement,6,5,Sciences biologiques,1,231,3,Homme,43,3,1,Scientifique chercheur(e),3,Célibataire,3038,12430,3,O,Non,20,4,1,80,0,8,2,3,5,4,1,4
27,Non,Voyage_Rarement,1157,Recherche et développement,17,3,Diplôme technique,1,233,3,Homme,51,3,1,Scientifique chercheur(e),2,Marié(e),3058,13364,0,O,Oui,16,3,4,80,1,6,3,2,5,2,1,1
19,Oui,Voyage_Souvent,602,Ventes,1,1,Diplôme technique,1,235,3,Femme,100,1,1,Représentant(e) commercial,1,Célibataire,2325,20989,0,O,Non,21,4,1,80,0,1,5,4,0,0,0,0
36,Non,Voyage_Souvent,1480,Recherche et développement,3,2,Médical,1,238,4,Homme,30,3,1,Technicien(ne) en laboratoire,2,Célibataire,2088,15062,4,O,Non,12,3,3,80,0,13,3,2,8,7,7,2
30,Non,Ne_Voyage_Pas,111,Recherche et développement,9,3,Médical,1,239,3,Homme,66,3,2,Technicien(ne) en laboratoire,1,Divorcé(e),3072,11012,1,O,Non,11,3,3,80,2,12,4,3,12,9,6,10
45,Non,Voyage_Rarement,1268,Ventes,4,2,Sciences biologiques,1,240,3,Femme,30,3,2,Directeur/directrice commercial,1,Divorcé(e),5006,6319,4,O,Oui,11,3,1,80,1,9,3,4,5,4,0,3
56,Non,Voyage_Rarement,713,Recherche et développement,8,3,Sciences biologiques,1,241,3,Femme,67,3,1,Scientifique chercheur(e),1,Divorcé(e),4257,13939,4,O,Oui,18,3,3,80,1,19,3,3,2,2,2,2
33,Non,Voyage_Rarement,134,Recherche et développement,2,3,Sciences biologiques,1,242,3,Homme,90,3,1,Scientifique chercheur(e),4,Célibataire,2500,10515,0,O,Non,14,3,1,80,0,4,2,4,3,1,0,2
19,Oui,Voyage_Rarement,303,Recherche et développement,2,3,Sciences biologiques,1,243,2,Homme,47,2,1,Technicien(ne) en laboratoire,4,Célibataire,1102,9241,1,O,Non,22,4,3,80,0,1,3,2,1,0,1,0
46,Non,Voyage_Rarement,526,Ventes,1,2,Marketing,1,244,2,Femme,92,3,3,Directeur/directrice commercial,1,Divorcé(e),10453,2137,1,O,Non,25,4,3,80,3,24,2,3,24,13,15,7
38,Non,Voyage_Rarement,1380,Recherche et développement,9,2,Sciences biologiques,1,245,3,Femme,75,3,1,Technicien(ne) en laboratoire,4,Célibataire,2288,6319,1,O,Non,12,3,3,80,0,2,3,3,2,2,2,1
31,Non,Voyage_Rarement,140,Recherche et développement,12,1,Médical,1,246,3,Femme,95,3,1,Scientifique chercheur(e),4,Marié(e),3929,6984,8,O,Oui,23,4,3,80,1,7,0,3,4,2,0,2
34,Non,Voyage_Rarement,629,Recherche et développement,27,2,Médical,1,247,4,Femme,95,3,1,Scientifique chercheur(e),2,Célibataire,2311,5711,2,O,Non,15,3,4,80,0,9,3,3,3,2,1,2
41,Oui,Voyage_Rarement,1356,Ventes,20,2,Marketing,1,248,2,Femme,70,3,1,Représentant(e) commercial,2,Célibataire,3140,21728,1,O,Oui,22,4,4,80,0,4,5,2,4,3,0,2
50,Non,Voyage_Rarement,328,Recherche et développement,1,3,Médical,1,249,3,Homme,86,2,1,Technicien(ne) en laboratoire,3,Marié(e),3690,3425,2,O,Non,15,3,4,80,1,5,2,2,3,2,0,2
53,Non,Voyage_Rarement,1084,Recherche et développement,13,2,Médical,1,250,4,Femme,57,4,2,Chef de la production,1,Divorcé(e),4450,26250,1,O,Non,11,3,3,80,2,5,3,3,4,2,1,3
33,Non,Voyage_Rarement,931,Recherche et développement,14,3,Médical,1,252,4,Femme,72,3,1,Scientifique chercheur(e),2,Marié(e),2756,4673,1,O,Non,13,3,4,80,1,8,5,3,8,7,1,6
40,Non,Voyage_Rarement,989,Recherche et développement,4,1,Médical,1,253,4,Femme,46,3,5,Gestionnaire,3,Marié(e),19033,6499,1,O,Non,14,3,2,80,1,21,2,3,20,8,9,9
55,Non,Voyage_Rarement,692,Recherche et développement,14,4,Médical,1,254,3,Homme,61,4,5,Directeur/directrice de recherche,2,Célibataire,18722,13339,8,O,Non,11,3,4,80,0,36,3,3,24,15,2,15
34,Non,Voyage_Souvent,1069,Recherche et développement,2,1,Sciences biologiques,1,256,4,Homme,45,2,2,Chef de la production,3,Marié(e),9547,14074,1,O,Non,17,3,3,80,0,10,2,2,10,9,1,9
51,Non,Voyage_Rarement,313,Recherche et développement,3,3,Médical,1,258,4,Femme,98,3,4,Représentant(e) en santé,2,Célibataire,13734,7192,3,O,Non,18,3,3,80,0,21,6,3,7,7,1,0
52,Non,Voyage_Rarement,699,Recherche et développement,1,4,Sciences biologiques,1,259,3,Homme,65,2,5,Gestionnaire,3,Marié(e),19999,5678,0,O,Non,14,3,1,80,1,34,5,3,33,18,11,9
27,Non,Voyage_Rarement,894,Recherche et développement,9,3,Médical,1,260,4,Femme,99,3,1,Scientifique chercheur(e),2,Célibataire,2279,11781,1,O,Non,16,3,4,80,0,7,2,2,7,7,0,3
35,Oui,Voyage_Rarement,556,Recherche et développement,23,2,Sciences biologiques,1,261,2,Homme,50,2,2,Chef de la production,3,Marié(e),5916,15497,3,O,Oui,13,3,1,80,0,8,1,3,1,0,0,1
43,Non,Ne_Voyage_Pas,1344,Recherche et développement,7,3,Médical,1,262,4,Homme,37,4,1,Scientifique chercheur(e),4,Divorcé(e),2089,5228,4,O,Non,14,3,4,80,3,7,3,4,5,4,2,2
45,Non,Ne_Voyage_Pas,1195,Recherche et développement,2,2,Médical,1,264,1,Homme,65,2,4,Gestionnaire,4,Marié(e),16792,20462,9,O,Non,23,4,4,80,1,22,1,3,20,8,11,8
37,Non,Voyage_Rarement,290,Recherche et développement,21,3,Sciences biologiques,1,267,2,Homme,65,4,1,Scientifique chercheur(e),1,Marié(e),3564,22977,1,O,Oui,12,3,1,80,1,8,3,2,8,7,1,7
35,Non,Voyage_Souvent,138,Recherche et développement,2,3,Médical,1,269,2,Femme,37,3,2,Technicien(ne) en laboratoire,2,Célibataire,4425,15986,5,O,Non,11,3,4,80,0,10,5,3,6,2,1,2
42,Non,Ne_Voyage_Pas,926,Recherche et développement,21,2,Médical,1,270,3,Femme,36,3,2,Chef de la production,3,Divorcé(e),5265,16439,2,O,Non,16,3,2,80,1,11,5,3,5,3,0,2
38,Non,Voyage_Rarement,1261,Recherche et développement,2,4,Sciences biologiques,1,271,4,Homme,88,3,2,Chef de la production,3,Marié(e),6553,7259,9,O,Non,14,3,2,80,0,14,3,3,1,0,0,0
38,Non,Voyage_Rarement,1084,Recherche et développement,29,3,Diplôme technique,1,273,4,Homme,54,3,2,Chef de la production,4,Marié(e),6261,4185,3,O,Non,18,3,1,80,1,9,3,1,7,7,1,7
27,Non,Voyage_Souvent,472,Recherche et développement,1,1,Diplôme technique,1,274,3,Homme,60,2,2,Chef de la production,1,Marié(e),4298,9679,5,O,Non,19,3,3,80,1,6,1,3,2,2,2,0
49,Non,Ne_Voyage_Pas,1002,Recherche et développement,18,4,Sciences biologiques,1,275,4,Homme,92,3,2,Chef de la production,4,Divorcé(e),6804,23793,1,O,Oui,15,3,1,80,2,7,0,3,7,7,1,7
34,Non,Voyage_Souvent,878,Recherche et développement,10,4,Médical,1,277,4,Homme,43,3,1,Scientifique chercheur(e),3,Divorcé(e),3815,5972,1,O,Oui,17,3,4,80,1,5,4,4,5,3,2,0
40,Non,Voyage_Rarement,905,Recherche et développement,19,2,Médical,1,281,3,Homme,99,3,2,Technicien(ne) en laboratoire,4,Marié(e),2741,16523,8,O,Oui,15,3,3,80,1,15,2,4,7,2,3,7
38,Oui,Voyage_Rarement,1180,Recherche et développement,29,1,Médical,1,282,2,Homme,70,3,2,Représentant(e) en santé,1,Marié(e),6673,11354,7,O,Oui,19,3,2,80,0,17,2,3,1,0,0,0
29,Oui,Voyage_Rarement,121,Ventes,27,3,Marketing,1,283,2,Femme,35,3,3,Directeur/directrice commercial,4,Marié(e),7639,24525,1,O,Non,22,4,4,80,3,10,3,2,10,4,1,9
22,Non,Voyage_Rarement,1136,Recherche et développement,5,3,Sciences biologiques,1,284,4,Homme,60,4,1,Scientifique chercheur(e),2,Divorcé(e),2328,12392,1,O,Oui,16,3,1,80,1,4,2,2,4,2,2,2
36,Non,Voyage_Souvent,635,Recherche et développement,18,1,Médical,1,286,2,Femme,73,3,1,Technicien(ne) en laboratoire,4,Célibataire,2153,7703,1,O,Non,13,3,1,80,0,8,2,3,8,1,1,7
40,Non,Ne_Voyage_Pas,1151,Recherche et développement,9,5,Sciences biologiques,1,287,4,Homme,63,2,2,Représentant(e) en santé,4,Marié(e),4876,14242,9,O,Non,14,3,4,80,1,5,5,1,3,2,0,2
46,Non,Voyage_Rarement,644,Recherche et développement,1,4,Médical,1,288,4,Homme,97,3,3,Représentant(e) en santé,1,Divorcé(e),9396,12368,7,O,Non,16,3,3,80,1,17,3,3,4,2,0,3
32,Oui,Voyage_Rarement,1045,Ventes,4,4,Médical,1,291,4,Homme,32,1,3,Directeur/directrice commercial,4,Marié(e),10400,25812,1,O,Non,11,3,3,80,0,14,2,2,14,8,9,8
30,Non,Ne_Voyage_Pas,829,Recherche et développement,1,1,Sciences biologiques,1,292,3,Homme,88,2,3,Chef de la production,3,Célibataire,8474,20925,1,O,Non,22,4,3,80,0,12,2,3,11,8,5,8
27,Non,Voyage_Souvent,1242,Ventes,20,3,Sciences biologiques,1,293,4,Femme,90,3,2,Directeur/directrice commercial,3,Célibataire,9981,12916,1,O,Non,14,3,4,80,0,7,2,3,7,7,0,7
51,Non,Voyage_Rarement,1469,Recherche et développement,8,4,Sciences biologiques,1,296,2,Homme,81,2,3,Directeur/directrice de recherche,2,Marié(e),12490,15736,5,O,Non,16,3,4,80,2,16,5,1,10,9,4,7
30,Oui,Voyage_Rarement,1005,Recherche et développement,3,3,Diplôme technique,1,297,4,Femme,88,3,1,Scientifique chercheur(e),1,Célibataire,2657,8556,5,O,Oui,11,3,3,80,0,8,5,3,5,2,0,4
41,Non,Voyage_Rarement,896,Ventes,6,3,Sciences biologiques,1,298,4,Femme,75,3,3,Gestionnaire,4,Célibataire,13591,14674,3,O,Oui,18,3,3,80,0,16,3,3,1,0,0,0
30,Oui,Voyage_Souvent,334,Ventes,26,4,Marketing,1,299,3,Femme,52,2,2,Directeur/directrice commercial,1,Célibataire,6696,22967,5,O,Non,15,3,3,80,0,9,5,2,6,3,0,1
29,Oui,Voyage_Rarement,992,Recherche et développement,1,3,Diplôme technique,1,300,3,Homme,85,3,1,Scientifique chercheur(e),3,Célibataire,2058,19757,0,O,Non,14,3,4,80,0,7,1,2,6,2,1,5
45,Non,Ne_Voyage_Pas,1052,Ventes,6,3,Médical,1,302,4,Femme,57,2,3,Directeur/directrice commercial,4,Célibataire,8865,16840,6,O,Non,12,3,4,80,0,23,2,3,19,7,12,8
54,Non,Voyage_Rarement,1147,Ventes,3,3,Marketing,1,303,4,Femme,52,3,2,Directeur/directrice commercial,1,Marié(e),5940,17011,2,O,Non,14,3,4,80,1,16,4,3,6,2,0,5
36,Non,Voyage_Rarement,1396,Recherche et développement,5,2,Sciences biologiques,1,304,4,Homme,62,3,2,Technicien(ne) en laboratoire,2,Célibataire,5914,9945,8,O,Non,16,3,4,80,0,16,3,4,13,11,3,7
33,Non,Voyage_Rarement,147,Recherche et développement,4,4,Médical,1,305,3,Femme,47,2,1,Scientifique chercheur(e),2,Marié(e),2622,13248,6,O,Non,21,4,4,80,0,7,3,3,3,2,1,1
37,Non,Voyage_Souvent,663,Recherche et développement,11,3,Autre,1,306,2,Homme,47,3,3,Directeur/directrice de recherche,4,Divorcé(e),12185,10056,1,O,Oui,14,3,3,80,3,10,1,3,10,8,0,7
38,Non,Voyage_Rarement,119,Ventes,3,3,Sciences biologiques,1,307,1,Homme,76,3,3,Directeur/directrice commercial,3,Divorcé(e),10609,9647,0,O,Non,12,3,3,80,2,17,6,2,16,10,5,13
31,Non,Ne_Voyage_Pas,979,Recherche et développement,1,4,Médical,1,308,3,Homme,90,1,2,Chef de la production,3,Marié(e),4345,4381,0,O,Non,12,3,4,80,1,6,2,3,5,4,1,4
59,Non,Voyage_Rarement,142,Recherche et développement,3,3,Sciences biologiques,1,309,3,Homme,70,2,1,Scientifique chercheur(e),4,Marié(e),2177,8456,3,O,Non,17,3,1,80,1,7,6,3,1,0,0,0
37,Non,Voyage_Souvent,319,Ventes,4,4,Marketing,1,311,1,Homme,41,3,1,Représentant(e) commercial,4,Divorcé(e),2793,2539,4,O,Non,17,3,3,80,1,13,2,3,9,8,5,8
29,Non,Voyage_Souvent,1413,Ventes,1,1,Médical,1,312,2,Femme,42,3,3,Directeur/directrice commercial,4,Marié(e),7918,6599,1,O,Non,14,3,4,80,1,11,5,3,11,10,4,1
35,Non,Voyage_Souvent,944,Ventes,1,3,Marketing,1,314,3,Femme,92,3,3,Directeur/directrice commercial,3,Célibataire,8789,9096,1,O,Non,14,3,1,80,0,10,3,4,10,7,0,8
29,Oui,Voyage_Rarement,896,Recherche et développement,18,1,Médical,1,315,3,Homme,86,2,1,Scientifique chercheur(e),4,Célibataire,2389,14961,1,O,Oui,13,3,3,80,0,4,3,2,4,3,0,1
52,Non,Voyage_Rarement,1323,Recherche et développement,2,3,Sciences biologiques,1,316,3,Femme,89,2,1,Technicien(ne) en laboratoire,4,Célibataire,3212,3300,7,O,Non,15,3,2,80,0,6,3,2,2,2,2,2
42,Non,Voyage_Rarement,532,Recherche et développement,4,2,Diplôme technique,1,319,3,Homme,58,3,5,Gestionnaire,4,Marié(e),19232,4933,1,O,Non,11,3,4,80,0,22,3,3,22,17,11,15
59,Non,Voyage_Rarement,818,Ressources humaines,6,2,Médical,1,321,2,Homme,52,3,1,Ressources humaines,3,Marié(e),2267,25657,8,O,Non,17,3,4,80,0,7,2,2,2,2,2,2
50,Non,Voyage_Rarement,854,Ventes,1,4,Médical,1,323,4,Femme,68,3,5,Gestionnaire,4,Divorcé(e),19517,24118,3,O,Non,11,3,3,80,1,32,3,2,7,0,0,6
33,Oui,Voyage_Rarement,813,Recherche et développement,14,3,Médical,1,325,3,Homme,58,3,1,Technicien(ne) en laboratoire,4,Marié(e),2436,22149,5,O,Oui,13,3,3,80,1,8,2,1,5,4,0,4
43,Non,Voyage_Rarement,1034,Ventes,16,3,Marketing,1,327,4,Femme,80,3,4,Gestionnaire,4,Marié(e),16064,7744,5,O,Oui,22,4,3,80,1,22,3,3,17,13,1,9
33,Oui,Voyage_Rarement,465,Recherche et développement,2,2,Sciences biologiques,1,328,1,Femme,39,3,1,Technicien(ne) en laboratoire,1,Marié(e),2707,21509,7,O,Non,20,4,1,80,0,13,3,4,9,7,1,7
52,Non,Ne_Voyage_Pas,771,Ventes,2,4,Sciences biologiques,1,329,1,Homme,79,2,5,Gestionnaire,3,Célibataire,19068,21030,1,O,Oui,18,3,4,80,0,33,2,4,33,7,15,12
32,Non,Voyage_Rarement,1401,Ventes,4,2,Sciences biologiques,1,330,3,Femme,56,3,1,Représentant(e) commercial,2,Marié(e),3931,20990,2,O,Non,11,3,1,80,1,6,5,3,4,3,1,2
32,Oui,Voyage_Rarement,515,Recherche et développement,1,3,Sciences biologiques,1,331,4,Homme,62,2,1,Technicien(ne) en laboratoire,3,Célibataire,3730,9571,0,O,Oui,14,3,4,80,0,4,2,1,3,2,1,2
39,Non,Voyage_Rarement,1431,Recherche et développement,1,4,Médical,1,332,3,Femme,96,3,1,Technicien(ne) en laboratoire,3,Divorcé(e),2232,15417,7,O,Non,14,3,3,80,3,7,1,3,3,2,1,2
32,Non,Ne_Voyage_Pas,976,Ventes,26,4,Marketing,1,333,3,Homme,100,3,2,Directeur/directrice commercial,4,Marié(e),4465,12069,0,O,Non,18,3,1,80,0,4,2,3,3,2,2,2
41,Non,Voyage_Rarement,1411,Recherche et développement,19,2,Sciences biologiques,1,334,3,Homme,36,3,2,Scientifique chercheur(e),1,Divorcé(e),3072,19877,2,O,Non,16,3,1,80,2,17,2,2,1,0,0,0
40,Non,Voyage_Rarement,1300,Recherche et développement,24,2,Diplôme technique,1,335,1,Homme,62,3,2,Scientifique chercheur(e),4,Divorcé(e),3319,24447,1,O,Non,17,3,1,80,2,9,3,3,9,8,4,7
45,Non,Voyage_Rarement,252,Recherche et développement,1,3,Autre,1,336,3,Homme,70,4,5,Gestionnaire,4,Marié(e),19202,15970,0,O,Non,11,3,3,80,1,25,2,3,24,0,1,7
31,Non,Voyage_Souvent,1327,Recherche et développement,3,4,Médical,1,337,2,Homme,73,3,3,Directeur/directrice de recherche,3,Divorcé(e),13675,13523,9,O,Non,12,3,1,80,1,9,3,3,2,2,2,2
